ts,id,monitor_id,metric,result_str,result_float1,result_float2,result_float3,result_float4,result_float5,Day
2019-07-17 09:42:48.347484,269,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:42:48 GMT 2019""}'",1,1.1475436687469482,\N,\N,\N,17
2019-07-17 09:42:48.436921,270,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:42:48 GMT 2019""}'",1,1.0354247093200684,\N,\N,\N,17
2019-07-17 09:42:48.513493,271,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:42:48 GMT 2019""}'",1,1.1245086193084717,\N,\N,\N,17
2019-07-17 09:47:52.206241,281,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:47:52 GMT 2019""}'",1,1.0059797763824463,\N,\N,\N,17
2019-07-17 09:47:52.422491,282,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:47:52 GMT 2019""}'",1,1.0206279754638672,\N,\N,\N,17
2019-07-17 09:47:52.588684,283,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:47:52 GMT 2019""}'",1,1.2079527378082275,\N,\N,\N,17
2019-07-17 09:52:56.333664,293,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:52:56 GMT 2019""}'",1,1.1334006786346436,\N,\N,\N,17
2019-07-17 09:52:56.390533,294,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:52:56 GMT 2019""}'",1,0.983881950378418,\N,\N,\N,17
2019-07-17 09:52:56.392802,295,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:52:56 GMT 2019""}'",1,1.0092031955718994,\N,\N,\N,17
2019-07-17 09:58:02.413464,313,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:58:02 GMT 2019""}'",1,0.9880719184875488,\N,\N,\N,17
2019-07-17 10:03:06.130230,324,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:03:05 GMT 2019""}'",1,0.9929120540618896,\N,\N,\N,17
2019-07-17 09:58:02.302490,311,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:58:02 GMT 2019""}'",1,1.1591565608978271,\N,\N,\N,17
2019-07-17 10:03:06.051455,323,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:03:05 GMT 2019""}'",1,1.004474639892578,\N,\N,\N,17
2019-07-17 09:58:02.344334,312,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 09:58:02 GMT 2019""}'",1,1.177107572555542,\N,\N,\N,17
2019-07-17 10:03:06.740643,325,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:03:06 GMT 2019""}'",1,1.3766658306121826,\N,\N,\N,17
2019-07-17 10:08:09.995583,335,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:08:09 GMT 2019""}'",1,1.2376294136047363,\N,\N,\N,17
2019-07-17 10:08:10.306306,336,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:08:10 GMT 2019""}'",1,1.0018589496612549,\N,\N,\N,17
2019-07-17 10:08:10.485515,337,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:08:10 GMT 2019""}'",1,0.9980509281158448,\N,\N,\N,17
2019-07-17 10:13:14.161108,347,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:13:14 GMT 2019""}'",1,1.1034505367279053,\N,\N,\N,17
